ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-09-30,57093.99437938333,56941.70734854121,58939.888548986935,57093.99437938333,57093.99437938333,844.178533602969,844.178533602969,844.178533602969,-8.86959529067462,-8.86959529067462,-8.86959529067462,853.0481288936436,853.0481288936436,853.0481288936436,0.0,0.0,0.0,57938.1729129863
2023-10-01,57156.61464210093,56839.33458386427,58876.61746299313,57156.61464210093,57156.61464210093,736.3115831820277,736.3115831820277,736.3115831820277,-24.182602120486383,-24.182602120486383,-24.182602120486383,760.494185302514,760.494185302514,760.494185302514,0.0,0.0,0.0,57892.92622528296
2023-10-02,57219.23490481853,56877.381376180965,58934.03724994574,57219.23490481853,57219.23490481853,689.8470826165113,689.8470826165113,689.8470826165113,10.731309442147825,10.731309442147825,10.731309442147825,679.1157731743634,679.1157731743634,679.1157731743634,0.0,0.0,0.0,57909.08198743504
2023-10-03,57281.85516753613,56835.62980408751,58874.56845331628,57281.85516753613,57281.85516753613,561.7510402496579,561.7510402496579,561.7510402496579,-48.75816722811721,-48.75816722811721,-48.75816722811721,610.509207477775,610.509207477775,610.509207477775,0.0,0.0,0.0,57843.606207785786
2023-10-04,57344.47543025373,56859.12359781522,58866.03392905935,57344.47543025373,57344.47543025373,537.8143100668115,537.8143100668115,537.8143100668115,-18.203478270375488,-18.203478270375488,-18.203478270375488,556.017788337187,556.017788337187,556.017788337187,0.0,0.0,0.0,57882.28974032054
2023-10-05,57407.095692971336,56951.78894141777,58920.22352538806,57407.095692971336,57407.095692971336,520.6974696179911,520.6974696179911,520.6974696179911,4.01063320012863,4.01063320012863,4.01063320012863,516.6868364178625,516.6868364178625,516.6868364178625,0.0,0.0,0.0,57927.793162589325
2023-10-06,57469.715955688946,56956.70642648294,59053.86519349025,57469.715955688946,57469.715955688946,578.4972034726923,578.4972034726923,578.4972034726923,85.27190026773594,85.27190026773594,85.27190026773594,493.22530320495633,493.22530320495633,493.22530320495633,0.0,0.0,0.0,58048.213159161634
2023-10-07,57532.33621840653,56971.43157415987,59010.71182559772,57532.33621840653,57532.33621840653,477.10554528705717,477.10554528705717,477.10554528705717,-8.869595290856923,-8.869595290856923,-8.869595290856923,485.9751405779141,485.9751405779141,485.9751405779141,0.0,0.0,0.0,58009.44176369359
2023-10-08,57594.95648112414,56995.757440444395,59071.6695125734,57594.95648112414,57594.95648112414,470.7068168110968,470.7068168110968,470.7068168110968,-24.182602120584423,-24.182602120584423,-24.182602120584423,494.88941893168123,494.88941893168123,494.88941893168123,0.0,0.0,0.0,58065.66329793524
2023-10-09,57657.576743841746,57082.48683653851,59308.42896021596,57657.576743841746,57657.576743841746,530.2512674974147,530.2512674974147,530.2512674974147,10.731309442166772,10.731309442166772,10.731309442166772,519.5199580552479,519.5199580552479,519.5199580552479,0.0,0.0,0.0,58187.82801133916
2023-10-10,57720.197006559334,57244.58053252438,59273.267445540136,57720.197006559334,57720.197006559334,510.25681893573665,510.25681893573665,510.25681893573665,-48.75816722829757,-48.75816722829757,-48.75816722829757,559.0149861640343,559.0149861640343,559.0149861640343,0.0,0.0,0.0,58230.45382549507
2023-10-11,57782.817269276944,57382.307577402586,59378.9019348688,57782.817269276944,57782.817269276944,593.9235984102429,593.9235984102429,593.9235984102429,-18.203478270297854,-18.203478270297854,-18.203478270297854,612.1270766805408,612.1270766805408,612.1270766805408,0.0,0.0,0.0,58376.740867687186
2023-10-12,57845.43753199455,57489.948647576566,59575.47056814846,57845.43753199455,57845.43753199455,681.2419701116178,681.2419701116178,681.2419701116178,4.010633200157591,4.010633200157591,4.010633200157591,677.2313369114601,677.2313369114601,677.2313369114601,0.0,0.0,0.0,58526.67950210616
2023-10-13,57908.05779471215,57701.64920411314,59763.203034413404,57908.05779471215,57908.05779471215,837.6254455923195,837.6254455923195,837.6254455923195,85.27190026779658,85.27190026779658,85.27190026779658,752.3535453245229,752.3535453245229,752.3535453245229,0.0,0.0,0.0,58745.68324030447
2023-10-14,57970.678057429745,57696.82634357519,59833.931477399856,57970.678057429745,57970.678057429745,826.3380670992324,826.3380670992324,826.3380670992324,-8.869595291039216,-8.869595291039216,-8.869595291039216,835.2076623902715,835.2076623902715,835.2076623902715,0.0,0.0,0.0,58797.01612452898
2023-10-15,58033.29832014735,57951.48789494188,59970.94015499505,58033.29832014735,58033.29832014735,899.0592794527939,899.0592794527939,899.0592794527939,-24.182602120425162,-24.182602120425162,-24.182602120425162,923.241881573219,923.241881573219,923.241881573219,0.0,0.0,0.0,58932.35759960014
2023-10-16,58095.91858286494,58109.34280225498,60108.64387580831,58095.91858286494,58095.91858286494,1024.423458713375,1024.423458713375,1024.423458713375,10.731309442210321,10.731309442210321,10.731309442210321,1013.6921492711646,1013.6921492711646,1013.6921492711646,0.0,0.0,0.0,59120.34204157832
2023-10-17,58158.538845582545,58171.206722238734,60248.310938070936,58158.538845582545,58158.538845582545,1054.8837048129747,1054.8837048129747,1054.8837048129747,-48.758167228240175,-48.758167228240175,-48.758167228240175,1103.641872041215,1103.641872041215,1103.641872041215,0.0,0.0,0.0,59213.42255039552
2023-10-18,58221.15910830015,58365.21434705907,60390.28805736877,58221.15910830015,58221.15910830015,1171.8828740305046,1171.8828740305046,1171.8828740305046,-18.20347827030525,-18.20347827030525,-18.20347827030525,1190.0863523008097,1190.0863523008097,1190.0863523008097,0.0,0.0,0.0,59393.04198233065
2023-10-19,58283.77937101775,58514.9601405305,60580.914535972006,58283.77937101775,58283.77937101775,1274.0109881287817,1274.0109881287817,1274.0109881287817,4.010633199931821,4.010633199931821,4.010633199931821,1270.0003549288501,1270.0003549288501,1270.0003549288501,0.0,0.0,0.0,59557.79035914653
2023-10-20,58346.39963373535,58774.37133141163,60846.01687890484,58346.39963373535,58346.39963373535,1425.679011053745,1425.679011053745,1425.679011053745,85.27190026786877,85.27190026786877,85.27190026786877,1340.4071107858763,1340.4071107858763,1340.4071107858763,0.0,0.0,0.0,59772.0786447891
2023-10-21,58409.01989645294,58770.61686385963,60826.25479718946,58409.01989645294,58409.01989645294,1389.5774167493546,1389.5774167493546,1389.5774167493546,-8.869595290878362,-8.869595290878362,-8.869595290878362,1398.447012040233,1398.447012040233,1398.447012040233,0.0,0.0,0.0,59798.59731320229
2023-10-22,58588.68119949886,58995.361705024756,60906.84547931319,58588.68119949886,58588.68119949886,1417.2616477121614,1417.2616477121614,1417.2616477121614,-24.1826021206469,-24.1826021206469,-24.1826021206469,1441.4442498328083,1441.4442498328083,1441.4442498328083,0.0,0.0,0.0,60005.94284721102
2023-10-23,58768.34250254477,59164.49197065072,61297.53740731887,58768.34250254477,58768.34250254477,1477.7009970278682,1477.7009970278682,1477.7009970278682,10.731309442253878,10.731309442253878,10.731309442253878,1466.9696875856143,1466.9696875856143,1466.9696875856143,0.0,0.0,0.0,60246.04349957264
2023-10-24,58948.003805590684,59307.769133782145,61399.4992993168,58948.003805590684,58948.003805590684,1424.1401848625399,1424.1401848625399,1424.1401848625399,-48.758167228112086,-48.758167228112086,-48.758167228112086,1472.898352090652,1472.898352090652,1472.898352090652,0.0,0.0,0.0,60372.14399045322
2023-10-25,59127.66510863661,59572.04865425204,61536.29595324825,59127.66510863661,59127.66510863661,1439.2565788630684,1439.2565788630684,1439.2565788630684,-18.203478270312633,-18.203478270312633,-18.203478270312633,1457.4600571333808,1457.4600571333808,1457.4600571333808,0.0,0.0,0.0,60566.92168749968
2023-10-26,59307.32641168253,59601.379038030886,61786.398154440525,59307.32641168253,59307.32641168253,1423.2924804469571,1423.2924804469571,1423.2924804469571,4.010633199960778,4.010633199960778,4.010633199960778,1419.2818472469964,1419.2818472469964,1419.2818472469964,0.0,0.0,0.0,60730.61889212949
2023-10-27,59486.98771472845,59904.10614457161,61985.484868476175,59486.98771472845,59486.98771472845,1442.6930579103164,1442.6930579103164,1442.6930579103164,85.27190026782233,85.27190026782233,85.27190026782233,1357.421157642494,1357.421157642494,1357.421157642494,0.0,0.0,0.0,60929.68077263876
2023-10-28,59666.64901777437,59900.630590741464,62000.98448052783,59666.64901777437,59666.64901777437,1262.519229458824,1262.519229458824,1262.519229458824,-8.86959529106066,-8.86959529106066,-8.86959529106066,1271.3888247498846,1271.3888247498846,1271.3888247498846,0.0,0.0,0.0,60929.168247233196
2023-10-29,59846.31032082028,59964.7949647552,62013.15899909512,59846.31032082028,59846.31032082028,1136.9787415761687,1136.9787415761687,1136.9787415761687,-24.182602120487633,-24.182602120487633,-24.182602120487633,1161.1613436966563,1161.1613436966563,1161.1613436966563,0.0,0.0,0.0,60983.28906239645
2023-10-30,60025.9716238662,60050.60035031475,62005.465762219756,60025.9716238662,60025.9716238662,1037.9133567253007,1037.9133567253007,1037.9133567253007,10.731309442297428,10.731309442297428,10.731309442297428,1027.1820472830034,1027.1820472830034,1027.1820472830034,0.0,0.0,0.0,61063.8849805915
2023-10-31,60205.63292691212,59922.12268869093,62018.05789455898,60205.63292691212,60205.63292691212,821.5930008230436,821.5930008230436,821.5930008230436,-48.758167228054695,-48.758167228054695,-48.758167228054695,870.3511680510984,870.3511680510984,870.3511680510984,0.0,0.0,0.0,61027.22592773516
2023-11-01,60385.29422995804,60023.51142377824,62096.07893509238,60385.29422995804,60385.29422995804,673.8015547966797,673.8015547966797,673.8015547966797,-18.203478270234992,-18.203478270234992,-18.203478270234992,692.0050330669147,692.0050330669147,692.0050330669147,0.0,0.0,0.0,61059.09578475472
2023-11-02,60564.95553300396,59977.17636393116,62143.31151519096,60564.95553300396,60564.95553300396,497.8955553814794,497.8955553814794,497.8955553814794,4.010633200074257,4.010633200074257,4.010633200074257,493.88492218140516,493.88492218140516,493.88492218140516,0.0,0.0,0.0,61062.85108838544
2023-11-03,60744.61683604988,60090.51434806372,62187.84541093427,60744.61683604988,60744.61683604988,363.3682875136068,363.3682875136068,363.3682875136068,85.27190026777586,85.27190026777586,85.27190026777586,278.09638724583095,278.09638724583095,278.09638724583095,0.0,0.0,0.0,61107.985123563485
2023-11-04,60924.27813909579,59928.50723479618,61907.00170677606,60924.27813909579,60924.27813909579,38.19047944622203,38.19047944622203,38.19047944622203,-8.869595290797227,-8.869595290797227,-8.869595290797227,47.06007473701925,47.06007473701925,47.06007473701925,0.0,0.0,0.0,60962.468618542014
2023-11-05,61103.93944214171,59928.379073629985,61898.548708300485,61103.93944214171,61103.93944214171,-220.7272911622178,-220.7272911622178,-220.7272911622178,-24.182602120776174,-24.182602120776174,-24.182602120776174,-196.54468904144161,-196.54468904144161,-196.54468904144161,0.0,0.0,0.0,60883.21215097949
2023-11-06,61283.60074518763,59845.106114044494,61870.917595510444,61283.60074518763,61283.60074518763,-439.11079898589986,-439.11079898589986,-439.11079898589986,10.731309442169286,10.731309442169286,10.731309442169286,-449.84210842806914,-449.84210842806914,-449.84210842806914,0.0,0.0,0.0,60844.48994620173
2023-11-07,61463.26204823355,59771.93476019641,61716.18293101608,61463.26204823355,61463.26204823355,-758.5845063295279,-758.5845063295279,-758.5845063295279,-48.75816722811618,-48.75816722811618,-48.75816722811618,-709.8263391014117,-709.8263391014117,-709.8263391014117,0.0,0.0,0.0,60704.67754190402
2023-11-08,61642.92335127947,59619.43498523289,61693.16493426698,61642.92335127947,61642.92335127947,-991.6339109210647,-991.6339109210647,-991.6339109210647,-18.203478270242375,-18.203478270242375,-18.203478270242375,-973.4304326508224,-973.4304326508224,-973.4304326508224,0.0,0.0,0.0,60651.2894403584
2023-11-09,61822.58465432539,59541.09212774085,61557.55596016281,61822.58465432539,61822.58465432539,-1233.5854297242147,-1233.5854297242147,-1233.5854297242147,4.010633199763969,4.010633199763969,4.010633199763969,-1237.5960629239787,-1237.5960629239787,-1237.5960629239787,0.0,0.0,0.0,60588.999224601175
2023-11-10,62002.2459573713,59560.38113539459,61599.05059589793,62002.2459573713,62002.2459573713,-1414.070382697826,-1414.070382697826,-1414.070382697826,85.27190026772941,85.27190026772941,85.27190026772941,-1499.3422829655556,-1499.3422829655556,-1499.3422829655556,0.0,0.0,0.0,60588.17557467347
2023-11-11,62181.90726041722,59402.1134462823,61457.80446340342,62181.90726041722,62181.90726041722,-1764.701194075966,-1764.701194075966,-1764.701194075966,-8.869595290979523,-8.869595290979523,-8.869595290979523,-1755.8315987849862,-1755.8315987849862,-1755.8315987849862,0.0,0.0,0.0,60417.20606634125
2023-11-12,62361.56856346314,59263.01271261183,61436.95189509456,62361.56856346314,62361.56856346314,-2028.6143310991233,-2028.6143310991233,-2028.6143310991233,-24.182602120616913,-24.182602120616913,-24.182602120616913,-2004.4317289785065,-2004.4317289785065,-2004.4317289785065,0.0,0.0,0.0,60332.95423236401
2023-11-13,62541.229866509064,59249.018710242526,61369.917552360756,62541.229866509064,62541.229866509064,-2232.0402353196546,-2232.0402353196546,-2232.0402353196546,10.731309442384529,10.731309442384529,10.731309442384529,-2242.771544762039,-2242.771544762039,-2242.771544762039,0.0,0.0,0.0,60309.18963118941
2023-11-14,62720.891172539756,59202.896518009424,61218.92491393045,62720.891172539756,62720.891172539756,-2517.548016855813,-2517.548016855813,-2517.548016855813,-48.75816722817766,-48.75816722817766,-48.75816722817766,-2468.7898496276352,-2468.7898496276352,-2468.7898496276352,0.0,0.0,0.0,60203.34315568394
2023-11-15,62900.552478570426,59230.045632710455,61240.879965512046,62900.552478570426,62900.552478570426,-2698.979335127269,-2698.979335127269,-2698.979335127269,-18.20347827034741,-18.20347827034741,-18.20347827034741,-2680.775856856922,-2680.775856856922,-2680.775856856922,0.0,0.0,0.0,60201.57314344316
2023-11-16,63080.21378460111,59167.53365073911,61177.58350870298,63080.21378460111,63080.21378460111,-2873.3898176079456,-2873.3898176079456,-2873.3898176079456,4.010633199835186,4.010633199835186,4.010633199835186,-2877.400450807781,-2877.400450807781,-2877.400450807781,0.0,0.0,0.0,60206.823966993165
2023-11-17,63259.875090631795,59271.6011950059,61333.157063124796,63259.875090631795,63259.875090631795,-2972.4656676048985,-2972.4656676048985,-2972.4656676048985,85.27190026780161,85.27190026780161,85.27190026780161,-3057.7375678727003,-3057.7375678727003,-3057.7375678727003,0.0,0.0,0.0,60287.4094230269
2023-11-18,63439.53639666249,59194.974685929694,61217.97023645346,63439.53639666249,63439.53639666249,-3230.1448935145245,-3230.1448935145245,-3230.1448935145245,-8.869595290990247,-8.869595290990247,-8.869595290990247,-3221.2752982235347,-3221.2752982235347,-3221.2752982235347,0.0,0.0,0.0,60209.39150314796
2023-11-19,63619.19770269316,59191.20779748215,61227.90875544768,63619.19770269316,63619.19770269316,-3392.0991847431355,-3392.0991847431355,-3392.0991847431355,-24.18260212045765,-24.18260212045765,-24.18260212045765,-3367.916582622678,-3367.916582622678,-3367.916582622678,0.0,0.0,0.0,60227.09851795003
2023-11-20,63798.85900872385,59295.641716806575,61317.69299612903,63798.85900872385,63798.85900872385,-3487.238342638329,-3487.238342638329,-3487.238342638329,10.731309442231783,10.731309442231783,10.731309442231783,-3497.969652080561,-3497.969652080561,-3497.969652080561,0.0,0.0,0.0,60311.62066608552
2023-11-21,63978.52031475452,59326.41710345008,61379.29279404398,63978.52031475452,63978.52031475452,-3660.886791770673,-3660.886791770673,-3660.886791770673,-48.758167228239145,-48.758167228239145,-48.758167228239145,-3612.128624542434,-3612.128624542434,-3612.128624542434,0.0,0.0,0.0,60317.633522983844
2023-11-22,64158.18162078521,59377.512115208185,61420.0526672089,64158.18162078521,64158.18162078521,-3729.6484031604114,-3729.6484031604114,-3729.6484031604114,-18.203478270312278,-18.203478270312278,-18.203478270312278,-3711.444924890099,-3711.444924890099,-3711.444924890099,0.0,0.0,0.0,60428.5332176248
2023-11-23,64337.842926815894,59483.676901690305,61525.85061837397,64337.842926815894,64337.842926815894,-3793.2797923178696,-3793.2797923178696,-3793.2797923178696,4.010633199864143,4.010633199864143,4.010633199864143,-3797.290425517733,-3797.290425517733,-3797.290425517733,0.0,0.0,0.0,60544.56313449802
2023-11-24,64517.50423284657,59632.67115928061,61741.38165653502,64517.50423284657,64517.50423284657,-3786.0415082985724,-3786.0415082985724,-3786.0415082985724,85.27190026763648,85.27190026763648,85.27190026763648,-3871.3134085662086,-3871.3134085662086,-3871.3134085662086,0.0,0.0,0.0,60731.462724548
2023-11-25,64697.165538877256,59785.68052644089,61830.466647845176,64697.165538877256,64697.165538877256,-3944.2582174933723,-3944.2582174933723,-3944.2582174933723,-8.869595291000966,-8.869595291000966,-8.869595291000966,-3935.3886222023716,-3935.3886222023716,-3935.3886222023716,0.0,0.0,0.0,60752.907321383886
2023-11-26,64876.82684490793,59877.98710930628,61898.29421626978,64876.82684490793,64876.82684490793,-4015.745439955017,-4015.745439955017,-4015.745439955017,-24.182602120679373,-24.182602120679373,-24.182602120679373,-3991.5628378343376,-3991.5628378343376,-3991.5628378343376,0.0,0.0,0.0,60861.081404952914
2023-11-27,65056.48815093862,59985.78684959067,62040.830490427936,65056.48815093862,65056.48815093862,-4031.2661001266615,-4031.2661001266615,-4031.2661001266615,10.731309442275334,10.731309442275334,10.731309442275334,-4041.997409568937,-4041.997409568937,-4041.997409568937,0.0,0.0,0.0,61025.22205081196
2023-11-28,65236.1494569693,60029.8891174477,62012.631349205105,65236.1494569693,65236.1494569693,-4137.667556666745,-4137.667556666745,-4137.667556666745,-48.758167228181755,-48.758167228181755,-48.758167228181755,-4088.909389438563,-4088.909389438563,-4088.909389438563,0.0,0.0,0.0,61098.481900302555
2023-11-29,65415.81076299998,60249.67723238968,62367.49722893983,65415.81076299998,65415.81076299998,-4152.716239351797,-4152.716239351797,-4152.716239351797,-18.203478270277152,-18.203478270277152,-18.203478270277152,-4134.51276108152,-4134.51276108152,-4134.51276108152,0.0,0.0,0.0,61263.09452364818
2023-11-30,65595.47206903067,60384.26161079402,62459.60255908,65595.47206903067,65595.47206903067,-4176.950687732354,-4176.950687732354,-4176.950687732354,4.010633199893101,4.010633199893101,4.010633199893101,-4180.961320932247,-4180.961320932247,-4180.961320932247,0.0,0.0,0.0,61418.52138129832
2023-12-01,65775.13337506134,60577.36204292588,62636.3455404894,65775.13337506134,65775.13337506134,-4145.022760873187,-4145.022760873187,-4145.022760873187,85.27190026781578,85.27190026781578,85.27190026781578,-4230.294661141002,-4230.294661141002,-4230.294661141002,0.0,0.0,0.0,61630.110614188154
2023-12-02,65954.79468109203,60670.67405079844,62666.89808568185,65954.79468109203,65954.79468109203,-4293.258190291944,-4293.258190291944,-4293.258190291944,-8.869595290565957,-8.869595290565957,-8.869595290565957,-4284.388595001377,-4284.388595001377,-4284.388595001377,0.0,0.0,0.0,61661.536490800085
2023-12-03,66134.45598712271,60767.8816695365,62834.12626041954,66134.45598712271,66134.45598712271,-4369.09381954245,-4369.09381954245,-4369.09381954245,-24.182602120520116,-24.182602120520116,-24.182602120520116,-4344.911217421929,-4344.911217421929,-4344.911217421929,0.0,0.0,0.0,61765.36216758026
2023-12-04,66314.1172931534,60934.273686561755,62944.4117287068,66314.1172931534,66314.1172931534,-4402.554305077473,-4402.554305077473,-4402.554305077473,10.731309442147198,10.731309442147198,10.731309442147198,-4413.28561451962,-4413.28561451962,-4413.28561451962,0.0,0.0,0.0,61911.56298807592
2023-12-05,66493.77859918408,60963.49504685491,63060.98507479806,66493.77859918408,66493.77859918408,-4539.418200513294,-4539.418200513294,-4539.418200513294,-48.75816722836212,-48.75816722836212,-48.75816722836212,-4490.660033284932,-4490.660033284932,-4490.660033284932,0.0,0.0,0.0,61954.36039867078
2023-12-06,66673.43990521475,60982.85486182532,63067.929656613494,66673.43990521475,66673.43990521475,-4596.089578762472,-4596.089578762472,-4596.089578762472,-18.203478270382174,-18.203478270382174,-18.203478270382174,-4577.88610049209,-4577.88610049209,-4577.88610049209,0.0,0.0,0.0,62077.35032645227
2023-12-07,66838.19012372696,61118.02083490242,63167.85644563394,66838.19012372696,66838.19012372696,-4671.494813035461,-4671.494813035461,-4671.494813035461,4.0106332000065805,4.0106332000065805,4.0106332000065805,-4675.505446235468,-4675.505446235468,-4675.505446235468,0.0,0.0,0.0,62166.6953106915
2023-12-08,67002.94034223918,61242.56970998959,63342.39299259762,67002.94034223918,67002.94034223918,-4698.47294810515,-4698.47294810515,-4698.47294810515,85.27190026776934,85.27190026776934,85.27190026776934,-4783.7448483729195,-4783.7448483729195,-4783.7448483729195,0.0,0.0,0.0,62304.46739413403
2023-12-09,67167.69056075139,61211.76800038074,63266.191367184656,67167.69056075139,67167.69056075139,-4911.389372032953,-4911.389372032953,-4911.389372032953,-8.869595290748254,-8.869595290748254,-8.869595290748254,-4902.519776742206,-4902.519776742206,-4902.519776742206,0.0,0.0,0.0,62256.30118871844
2023-12-10,67332.4407792636,61260.57969653637,63313.409957106356,67332.4407792636,67332.4407792636,-5055.628589006652,-5055.628589006652,-5055.628589006652,-24.18260212055134,-24.18260212055134,-24.18260212055134,-5031.445986886101,-5031.445986886101,-5031.445986886101,0.0,0.0,0.0,62276.812190256955
2023-12-11,67497.19099777582,61320.76978090546,63485.02146598153,67497.19099777582,67497.19099777582,-5159.1272892171755,-5159.1272892171755,-5159.1272892171755,10.73130944201906,10.73130944201906,10.73130944201906,-5169.858598659194,-5169.858598659194,-5169.858598659194,0.0,0.0,0.0,62338.06370855864
2023-12-12,67661.94121628803,61276.90645432574,63250.386592143834,67661.94121628803,67661.94121628803,-5365.5960685895825,-5365.5960685895825,-5365.5960685895825,-48.75816722811515,-48.75816722811515,-48.75816722811515,-5316.837901361467,-5316.837901361467,-5316.837901361467,0.0,0.0,0.0,62296.34514769845
2023-12-13,67826.69143480025,61358.83924577247,63406.434509935614,67826.69143480025,67826.69143480025,-5489.444437367768,-5489.444437367768,-5489.444437367768,-18.20347827034704,-18.20347827034704,-18.20347827034704,-5471.24095909742,-5471.24095909742,-5471.24095909742,0.0,0.0,0.0,62337.24699743248
2023-12-14,67991.44165331246,61295.824158642994,63427.62572822223,67991.44165331246,67991.44165331246,-5627.727319168692,-5627.727319168692,-5627.727319168692,4.010633200035542,4.010633200035542,4.010633200035542,-5631.737952368728,-5631.737952368728,-5631.737952368728,0.0,0.0,0.0,62363.71433414377
2023-12-15,68156.19187182467,61373.78186875576,63403.76637645447,68156.19187182467,68156.19187182467,-5711.580187534007,-5711.580187534007,-5711.580187534007,85.27190026784153,85.27190026784153,85.27190026784153,-5796.852087801848,-5796.852087801848,-5796.852087801848,0.0,0.0,0.0,62444.61168429067
2023-12-16,68320.94209033689,61371.168085324534,63309.07570615589,68320.94209033689,68320.94209033689,-5973.871435204402,-5973.871435204402,-5973.871435204402,-8.869595290758978,-8.869595290758978,-8.869595290758978,-5965.0018399136425,-5965.0018399136425,-5965.0018399136425,0.0,0.0,0.0,62347.070655132484
2023-12-17,68485.6923088491,61330.09969325771,63276.39540980615,68485.6923088491,68485.6923088491,-6158.726860250757,-6158.726860250757,-6158.726860250757,-24.182602120649396,-24.182602120649396,-24.182602120649396,-6134.544258130108,-6134.544258130108,-6134.544258130108,0.0,0.0,0.0,62326.96544859835
2023-12-18,68650.44252736132,61371.0217391996,63420.77816049803,68650.44252736132,68650.44252736132,-6293.086769758844,-6293.086769758844,-6293.086769758844,10.7313094422343,10.7313094422343,10.7313094422343,-6303.818079201078,-6303.818079201078,-6303.818079201078,0.0,0.0,0.0,62357.355757602476
2023-12-19,68815.19274587353,61226.67883466803,63392.046240625554,68815.19274587353,68815.19274587353,-6519.943595957299,-6519.943595957299,-6519.943595957299,-48.7581672282955,-48.7581672282955,-48.7581672282955,-6471.185428729004,-6471.185428729004,-6471.185428729004,0.0,0.0,0.0,62295.24914991623
2023-12-20,68979.94296438574,61323.306008439984,63308.62166617643,68979.94296438574,68979.94296438574,-6653.274452081611,-6653.274452081611,-6653.274452081611,-18.20347827035444,-18.20347827035444,-18.20347827035444,-6635.070973811256,-6635.070973811256,-6635.070973811256,0.0,0.0,0.0,62326.66851230413
2023-12-21,69144.69318289796,61278.27456914278,63309.85800903284,69144.69318289796,69144.69318289796,-6789.986865591029,-6789.986865591029,-6789.986865591029,4.0106332001067635,4.0106332001067635,4.0106332001067635,-6793.9974987911355,-6793.9974987911355,-6793.9974987911355,0.0,0.0,0.0,62354.70631730693
2023-12-22,69309.44340141017,61433.737452853464,63421.97284862614,69309.44340141017,69309.44340141017,-6861.345113743168,-6861.345113743168,-6861.345113743168,85.27190026791376,85.27190026791376,85.27190026791376,-6946.617014011083,-6946.617014011083,-6946.617014011083,0.0,0.0,0.0,62448.098287667
2023-12-23,69474.19361992239,61336.28411664121,63345.13723396001,69474.19361992239,69474.19361992239,-7100.606263832607,-7100.606263832607,-7100.606263832607,-8.869595290941273,-8.869595290941273,-8.869595290941273,-7091.7366685416655,-7091.7366685416655,-7091.7366685416655,0.0,0.0,0.0,62373.58735608978
2023-12-24,69638.9438384346,61337.04217491114,63467.751625112425,69638.9438384346,69638.9438384346,-7252.521519066787,-7252.521519066787,-7252.521519066787,-24.182602120680627,-24.182602120680627,-24.182602120680627,-7228.338916946106,-7228.338916946106,-7228.338916946106,0.0,0.0,0.0,62386.42231936781
2023-12-25,69803.69405694681,61358.9114827916,63369.19424952869,69803.69405694681,69803.69405694681,-7344.8642720032,-7344.8642720032,-7344.8642720032,10.731309442106165,10.731309442106165,10.731309442106165,-7355.595581445307,-7355.595581445307,-7355.595581445307,0.0,0.0,0.0,62458.82978494361
2023-12-26,69968.44427545903,61428.31503423643,63510.97660346707,69968.44427545903,69968.44427545903,-7521.63381564301,-7521.63381564301,-7521.63381564301,-48.758167228238115,-48.758167228238115,-48.758167228238115,-7472.8756484147725,-7472.8756484147725,-7472.8756484147725,0.0,0.0,0.0,62446.81045981601
2023-12-27,70133.19449397124,61521.208031563394,63568.899579830104,70133.19449397124,70133.19449397124,-7597.950314098237,-7597.950314098237,-7597.950314098237,-18.20347827031931,-18.20347827031931,-18.20347827031931,-7579.7468358279175,-7579.7468358279175,-7579.7468358279175,0.0,0.0,0.0,62535.24417987301
2023-12-28,70297.94471248347,61562.48699864432,63609.02048826736,70297.94471248347,70297.94471248347,-7671.960526851842,-7671.960526851842,-7671.960526851842,4.010633199838729,4.010633199838729,4.010633199838729,-7675.97116005168,-7675.97116005168,-7675.97116005168,0.0,0.0,0.0,62625.98418563163
2023-12-29,70462.69493099568,61770.92477089675,63930.95033554576,70462.69493099568,70462.69493099568,-7676.2230102964995,-7676.2230102964995,-7676.2230102964995,85.27190026774863,85.27190026774863,85.27190026774863,-7761.494910564247,-7761.494910564247,-7761.494910564247,0.0,0.0,0.0,62786.47192069919
2023-12-30,70627.4451495079,61706.61406793966,63796.02362360324,70627.4451495079,70627.4451495079,-7845.3031996112295,-7845.3031996112295,-7845.3031996112295,-8.869595290780419,-8.869595290780419,-8.869595290780419,-7836.433604320449,-7836.433604320449,-7836.433604320449,0.0,0.0,0.0,62782.14194989667
2023-12-31,70578.93179527044,61617.60019346489,63662.89993770518,70578.93179527044,70578.93179527044,-7925.235235098915,-7925.235235098915,-7925.235235098915,-24.18260212052136,-24.18260212052136,-24.18260212052136,-7901.0526329783925,-7901.0526329783925,-7901.0526329783925,0.0,0.0,0.0,62653.69656017153
2024-01-01,70530.418441033,61588.53326543303,63637.398589095195,70530.418441033,70530.418441033,-7945.013122487736,-7945.013122487736,-7945.013122487736,10.731309442149712,10.731309442149712,10.731309442149712,-7955.744431929885,-7955.744431929885,-7955.744431929885,0.0,0.0,0.0,62585.40531854527
